"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0016799","MF","GO:0016799","hydrolase activity, hydrolyzing N-glycosyl compounds","12/769","33/9150",7.71703572031276e-06,0.00048462685755907,0.000447512351921865,"LOC18047119/LOC18048466/LOC18048543/LOC18049119/LOC18049127/LOC18047288/LOC18046142/LOC18047673/LOC18048108/LOC18047675/LOC18047125/LOC18048213",12
"GO:0008194","MF","GO:0008194","UDP-glycosyltransferase activity","34/769","184/9150",8.70587169267791e-06,0.00048462685755907,0.000447512351921865,"LOC18055776/LOC18054015/LOC18055189/LOC18053866/LOC18052075/LOC18053359/LOC18053215/LOC18047044/LOC18048770/LOC18048055/LOC18048054/LOC18049220/LOC18049131/LOC18050333/LOC18044892/LOC18044188/LOC18042131/LOC18040880/LOC18041033/LOC18038370/LOC18037955/LOC18037956/LOC18038656/LOC18038593/LOC18037076/LOC18034553/LOC18034430/LOC18033895/LOC18035014/LOC18031271/LOC18032223/LOC18032618/LOC18033290/LOC18049193",34
"GO:0016798","MF","GO:0016798","hydrolase activity, acting on glycosyl bonds","44/769","281/9150",3.65241396810028e-05,0.00174272323620785,0.00160925908669682,"LOC18054465/LOC18054861/LOC18055908/LOC18054143/LOC18054145/LOC18054151/LOC18054152/LOC18054158/LOC18050517/LOC18047119/LOC18048466/LOC18049441/LOC18048543/LOC18049119/LOC18049127/LOC18047288/LOC18046142/LOC18047673/LOC18048108/LOC18047675/LOC18047125/LOC18048213/LOC18047842/LOC18047440/LOC18049812/LOC18043997/LOC18044657/LOC18044659/LOC18043267/LOC18041989/LOC18040339/LOC18041937/LOC18042504/LOC18042440/LOC18042626/LOC18038435/LOC18037093/LOC18035691/LOC18033865/LOC18035312/LOC18035112/LOC18031389/LOC18032019/LOC18047845",44
"GO:0016757","MF","GO:0016757","transferase activity, transferring glycosyl groups","54/769","372/9150",4.35079996427291e-05,0.00181645898508394,0.00167734788096311,"LOC18055776/LOC18054015/LOC18055189/LOC18055822/LOC18054143/LOC18054144/LOC18054145/LOC18054151/LOC18054152/LOC18054158/LOC18053866/LOC18052075/LOC18053359/LOC18053215/LOC18047044/LOC18049887/LOC18048770/LOC18048055/LOC18048054/LOC18049220/LOC18049131/LOC18050333/LOC18050334/LOC18044892/LOC18043835/LOC18044188/LOC18043997/LOC18040585/LOC18042131/LOC18040180/LOC18040435/LOC18040880/LOC18041033/LOC18038370/LOC18037955/LOC18037956/LOC18038656/LOC18038593/LOC18038803/LOC18037076/LOC18037383/LOC18035691/LOC18034553/LOC18033865/LOC18034430/LOC18033895/LOC18035462/LOC18035014/LOC18031271/LOC18032223/LOC18033253/LOC18032618/LOC18033290/LOC18049193",54
"GO:0016762","MF","GO:0016762","xyloglucan:xyloglucosyl transferase activity","9/769","24/9150",8.2120201590424e-05,0.00276547577773101,0.00255368548022435,"LOC18054143/LOC18054144/LOC18054145/LOC18054151/LOC18054152/LOC18054158/LOC18043997/LOC18035691/LOC18033865",9
"GO:0016705","MF","GO:0016705","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","42/769","273/9150",8.27986759799704e-05,0.00276547577773101,0.00255368548022435,"LOC18054829/LOC18055116/LOC18055309/LOC18054620/LOC18053012/LOC18053375/LOC18052870/LOC18049214/LOC18048151/LOC18048154/LOC18049866/LOC18049870/LOC18049875/LOC18046042/LOC18046843/LOC18049178/LOC18048164/LOC18045385/LOC18044430/LOC18044432/LOC18044644/LOC18045507/LOC18044582/LOC18045695/LOC18043188/LOC18040911/LOC18043050/LOC18041198/LOC18042767/LOC18040403/LOC18039328/LOC18039876/LOC18038441/LOC18038227/LOC18038016/LOC18036838/LOC18035923/LOC18036422/LOC18036065/LOC18032316/LOC18033470/LOC18049872",42
"GO:0046906","MF","GO:0046906","tetrapyrrole binding","45/769","303/9150",0.000109705479965371,0.00333105730076672,0.00307595269185203,"LOC18054829/LOC18055116/LOC18055309/LOC18054620/LOC18052503/LOC18053375/LOC18052870/LOC18050569/LOC18053261/LOC18049214/LOC18048151/LOC18048154/LOC18049866/LOC18049870/LOC18049875/LOC18046042/LOC18046843/LOC18049178/LOC18049773/LOC18045476/LOC18045385/LOC18044430/LOC18044432/LOC18044644/LOC18045507/LOC18044582/LOC18045695/LOC18043188/LOC18040911/LOC18041198/LOC18042767/LOC18041202/LOC18040403/LOC18039876/LOC18038441/LOC18038016/LOC18036838/LOC18035923/LOC18036678/LOC18036422/LOC18036065/LOC18034124/LOC18034822/LOC18033470/LOC18049872",45
"GO:0020037","MF","GO:0020037","heme binding","43/769","288/9150",0.000137529531555972,0.00382790529497456,0.00353475024086841,"LOC18054829/LOC18055116/LOC18055309/LOC18054620/LOC18052503/LOC18053375/LOC18052870/LOC18050569/LOC18049214/LOC18048151/LOC18048154/LOC18049866/LOC18049870/LOC18049875/LOC18046042/LOC18046843/LOC18049178/LOC18049773/LOC18045476/LOC18045385/LOC18044430/LOC18044432/LOC18044644/LOC18045507/LOC18044582/LOC18045695/LOC18043188/LOC18040911/LOC18041198/LOC18042767/LOC18040403/LOC18039876/LOC18038441/LOC18038016/LOC18036838/LOC18035923/LOC18036678/LOC18036422/LOC18036065/LOC18034124/LOC18034822/LOC18033470/LOC18049872",43
"GO:0005200","MF","GO:0005200","structural constituent of cytoskeleton","6/769","12/9150",0.000205270412695221,0.0052738706030926,0.00486997821212143,"LOC18048276/LOC18041058/LOC18038374/LOC18039137/LOC18035551/LOC18035052",6
"GO:0005506","MF","GO:0005506","iron ion binding","40/769","272/9150",0.000321933758095982,0.00768041965743271,0.0070922248964002,"LOC18054829/LOC18055116/LOC18055309/LOC18054620/LOC18053375/LOC18052870/LOC18049214/LOC18048151/LOC18048154/LOC18049866/LOC18049870/LOC18049875/LOC18046042/LOC18046843/LOC18049178/LOC18044751/LOC18045385/LOC18044430/LOC18044432/LOC18044644/LOC18045507/LOC18044582/LOC18045695/LOC18043188/LOC18040911/LOC18041198/LOC18042767/LOC18040403/LOC18039129/LOC18039876/LOC18038441/LOC18038016/LOC18036838/LOC18035923/LOC18036422/LOC18036065/LOC18032316/LOC18033470/LOC18049872/LOC18049734",40
